address,lat,long,district
"Ngõ 100 Yên Duyên, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.971,105.869,hoàng mai
"Ngõ 100, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.013,105.8,cầu giấy
"Ngõ 101 Phố Phú Đô, Phường Phú Đô, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",21.009,105.764,nam từ liêm
"Ngõ 101 đường Gia Thượng, Phường Thượng Thanh, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.074,105.889,long biên
"Ngõ 102 Kim Giang, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.982,105.816,hoàng mai
"Ngõ 102 Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Thành phố Hà Nội, 11622, Việt Nam",21.005,105.861,hai bà trưng
"Ngõ 102 Ngọc Thụy, Trung Hà, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.051,105.865,long biên
"Ngõ 102 Vũ Xuân Thiều, Nhà máy Cơ khí May Gia Lâm, Tổ 5 Sài Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.032,105.917,long biên
"Ngõ 102 Yên Hòa, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.024,105.795,cầu giấy
"Ngõ 102, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.979,105.784,hà đông
"Ngõ 102, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.043,105.805,cầu giấy
"Ngõ 1022 Đường Quang Trung, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",20.946,105.74,hà đông
"Ngõ 103 Lý Sơn, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.065,105.879,long biên
"Ngõ 103 Ngô Xuân Quảng, Khu tập thể Kho B, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.018,105.937,
"Ngõ 103 Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, 120406, Việt Nam",20.988,105.793,nam từ liêm
"Ngõ 103 Đường Phương Canh, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.034,105.749,nam từ liêm
"Ngõ 103, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.98,105.771,hà đông
"Ngõ 104 Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.974,105.893,hoàng mai
"Ngõ 104 Tiền Thành, Quận Hà Đông, Thành phố Hà Nội, 0914663166, Việt Nam",20.991,105.742,hà đông
"Ngõ 104 Định Công Thượng, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.983,105.822,hoàng mai
"Ngõ 104, Cống Vị, Phường Cống Vị, Quận Ba Đình, Thành phố Hà Nội, 11150, Việt Nam",21.034,105.806,ba đình
"Ngõ 104, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.069,105.885,long biên
"Ngõ 105 Bạch Mai, Phường Cầu Dền, Quận Hai Bà Trưng, Thành phố Hà Nội, 10999, Việt Nam",21.006,105.853,hai bà trưng
"Ngõ 105 Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, 123025, Việt Nam",21.013,105.813,đống đa
"Ngõ 105 Yên Hòa, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.023,105.795,cầu giấy
"Ngõ 105, Phường Xuân La, Phường Xuân Tảo, Quận Tây Hồ, Thành phố Hà Nội, 124224, Việt Nam",21.067,105.804,tây hồ
"Ngõ 106 Cầu Giấy, Quận Cầu Giấy, Thành phố Hà Nội, 11150, Việt Nam",21.032,105.8,cầu giấy
"Ngõ 106 Kẻ Tạnh, Giang Biên, Phường Giang Biên, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.064,105.913,long biên
"Ngõ 106 Lê Trọng Tấn, Quận Thanh Xuân, Thành phố Hà Nội, 120939, Việt Nam",20.997,105.829,thanh xuân
"Ngõ 106 Đường Dương Hà, Công Đình, Thôn Trung, Huyện Gia Lâm, Thành phố Hà Nội, 0947733060, Việt Nam",21.073,105.929,
"Ngõ 107 Nghĩa Dũng, Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.047,105.849,ba đình
"Ngõ 107 Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.975,105.894,hoàng mai
"Ngõ 107 Yên Duyên, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.971,105.87,hoàng mai
"Ngõ 107 Đường Nhân Huệ, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",20.934,105.733,hà đông
"Ngõ 108 Phố Nguyễn Lân, Quận Thanh Xuân, Thành phố Hà Nội, 1000000, Việt Nam",20.992,105.836,thanh xuân
"Ngõ 108 Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội, 143315, Việt Nam",21.072,105.8,bắc từ liêm
"Ngõ 1081, Chương Dương, Phường Chương Dương, Quận Hoàn Kiếm, Thành phố Hà Nội, 11415, Việt Nam",21.02,105.863,hoàn kiếm
"Ngõ 109 Cầu Giấy, Quận Cầu Giấy, Thành phố Hà Nội, 11150, Việt Nam",21.031,105.799,cầu giấy
"Ngõ 109 Âu Cơ, Nhật Tân, Phường Nhật Tân, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.072,105.824,tây hồ
"Ngõ 109, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.983,105.784,hà đông
"Ngõ 11 An Trạch, Phường Quốc Tử Giám, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 118508, Việt Nam",21.028,105.832,đống đa
"Ngõ 11 Duy Tân, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.03,105.784,cầu giấy
"Ngõ 11, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 193824, Việt Nam",20.964,105.774,hà đông
"Ngõ 110 Trần Duy Hưng, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.012,105.798,cầu giấy
"Ngõ 110 Vĩnh Lộc, Phùng Xá, Huyện Thạch Thất, Thành phố Hà Nội, 01234, Việt Nam",21.021,105.62,
"Ngõ 110 Đường Bắc Hồng, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.177,105.807,
"Ngõ 110 Đường Nguyễn Hoàng Tôn, Tây Hồ, Phường Phú Thượng, Quận Tây Hồ, Thành phố Hà Nội, 124224, Việt Nam",21.072,105.805,tây hồ
"Ngõ 111 Phan Trọng Tuệ, Thị trấn Văn Điển, Thanh Trì, Thành phố Hà Nội, 100000, Việt Nam",20.943,105.84,
"Ngõ 1118 Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, 10298, Việt Nam",21.025,105.799,đống đa
"Ngõ 112 Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.018,105.795,cầu giấy
"Ngõ 112 phố Vũ Xuân Thiều, Phường Phúc Lợi, Quận Long Biên, Thành phố Hà Nội, 126227, Việt Nam",21.032,105.92,long biên
"Ngõ 112 Đường Phan Xích, Huyện Đan Phượng, Thành phố Hà Nội, 24, Việt Nam",21.094,105.703,
"Ngõ 112, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.977,105.785,hà đông
"Ngõ 113 Đào Tấn, Ngọc Khánh, Phường Ngọc Khánh, Quận Ba Đình, Thành phố Hà Nội, 11150, Việt Nam",21.033,105.805,ba đình
"Ngõ 114 Cổ Bi, Khu tập thể Kho B, Thôn Cam, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.025,105.94,
"Ngõ 114 Phố Tân Phong, Phường Thụy Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.082,105.768,bắc từ liêm
"Ngõ 114 Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",20.998,105.756,nam từ liêm
"Ngõ 114, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.98,105.78,hà đông
"Ngõ 115 Nguyễn Khang, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.019,105.8,cầu giấy
"Ngõ 115 Trần Cung, Quận Cầu Giấy, Thành phố Hà Nội, 1000, Việt Nam",21.051,105.788,cầu giấy
"Ngõ 1150 Láng, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, 10298, Việt Nam",21.026,105.799,đống đa
"Ngõ 116 Nguyễn Xiển, Quận Thanh Xuân, Thành phố Hà Nội, 1000001, Việt Nam",20.989,105.804,thanh xuân
"Ngõ 116 Ngọc Thụy, Trung Hà, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.052,105.865,long biên
"Ngõ 116 Phố Đại Từ, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.972,105.835,hoàng mai
"Ngõ 116 Âu Cơ, Từ Liên, Phường Tứ Liên, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.063,105.833,tây hồ
"Ngõ 117 Nguyễn Sơn, Phường Gia Thụy, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.046,105.881,long biên
"Ngõ 117 Phúc Xá, Phúc Xá, Phường Phúc Xá, Quận Ba Đình, Thành phố Hà Nội, 100999, Việt Nam",21.043,105.851,ba đình
"Ngõ 117 Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.053,105.786,bắc từ liêm
"Ngõ 117 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội, 143315, Việt Nam",21.069,105.8,bắc từ liêm
"Ngõ 117, Huyện Gia Lâm, Thành phố Hà Nội, 1310, Việt Nam",21.009,105.938,
"Ngõ 118 Phố Trung Kiên, Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.068,105.735,bắc từ liêm
"Ngõ 118 Phố Trung Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.065,105.736,bắc từ liêm
"Ngõ 118 Phố Ái Mộ, Ái Mộ, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.041,105.872,long biên
"Ngõ 119 Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.06,105.779,bắc từ liêm
"Ngõ 119 Phố Tây Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.073,105.729,bắc từ liêm
"Ngõ 1194, Phường Láng Thượng, Quận Đống Đa, Thành phố Hà Nội, 10298, Việt Nam",21.025,105.801,đống đa
"Ngõ 1197 Giải Phóng, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.973,105.842,hoàng mai
"Ngõ 12 Xuân La, Phường Xuân La, Quận Tây Hồ, Thành phố Hà Nội, 124224, Việt Nam",21.063,105.809,tây hồ
"Ngõ 12, Cự Đà, Thanh Oai, Thành phố Hà Nội, 193824, Việt Nam",20.929,105.793,
"Ngõ 120 Kim Giang, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.981,105.816,hoàng mai
"Ngõ 120 Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.973,105.893,hoàng mai
"Ngõ 120 Tiền Thành, Quận Hà Đông, Thành phố Hà Nội, 0914663166, Việt Nam",20.99,105.742,hà đông
"Ngõ 120, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.026,105.909,long biên
"Ngõ 121 Đại La, Phường Trương Định, Quận Hai Bà Trưng, Thành phố Hà Nội, 1000000, Việt Nam",20.996,105.847,hai bà trưng
"Ngõ 121, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.98,105.778,hà đông
"Ngõ 122 Dương La Nội, Quận Hà Đông, Thành phố Hà Nội, 0914663166, Việt Nam",20.982,105.749,hà đông
"Ngõ 122 Khương Đình, Công ty cổ phần Cao su Sao Vàng, Quận Thanh Xuân, Thành phố Hà Nội, 120911, Việt Nam",20.995,105.814,thanh xuân
"Ngõ 122 Nam Đuống, Phường Thượng Thanh, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.073,105.889,long biên
"Ngõ 122 Xuân Phương, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.039,105.737,nam từ liêm
"Ngõ 122 Đường Kim Giang, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.98,105.817,hoàng mai
"Ngõ 122 Đường Lĩnh Nam, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.987,105.867,hoàng mai
"Ngõ 122/10 Phố Xuân Đỗ, Phường Cự Khối, Quận Long Biên, Thành phố Hà Nội, 1310, Việt Nam",21.009,105.911,long biên
"Ngõ 123 Phương Canh, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.034,105.748,nam từ liêm
"Ngõ 123 Phố Tân Phong, Phường Thụy Phương, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.08,105.768,bắc từ liêm
"Ngõ 124 Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Thành phố Hà Nội, 11617, Việt Nam",20.995,105.853,hai bà trưng
"Ngõ 124 Phúc Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.039,105.758,bắc từ liêm
"Ngõ 124 Phố Hòe Thị, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.04,105.745,nam từ liêm
"Ngõ 124 Phố Tây Đạm, Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.072,105.731,bắc từ liêm
"Ngõ 125 Bùi Xương Trạch, Quận Thanh Xuân, Thành phố Hà Nội, 120939, Việt Nam",20.989,105.819,thanh xuân
"Ngõ 125 Kim Mã, Kim Mã, Phường Kim Mã, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.031,105.825,ba đình
"Ngõ 125 Trung Kính, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.014,105.794,cầu giấy
"Ngõ 125 Đường 422, Giang Xá, Trạm Trôi, Huyện Hoài Đức, Thành phố Hà Nội, 24, Việt Nam",21.064,105.712,
"Ngõ 126 Nguyễn An Ninh, Phường Trương Định, Quận Hai Bà Trưng, Thành phố Hà Nội, 1000000, Việt Nam",20.992,105.845,hai bà trưng
"Ngõ 126 Vĩnh Hưng, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.988,105.878,hoàng mai
"Ngõ 1267 Đường Giải Phóng, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.972,105.842,hoàng mai
"Ngõ 127 Hào Nam, Phường Ô Chợ Dừa, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 118443, Việt Nam",21.025,105.827,đống đa
"Ngõ 127 Tựu Liệt, Thanh Trì, Thành phố Hà Nội, 100000, Việt Nam",20.953,105.836,
"Ngõ 127 Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",20.995,105.772,nam từ liêm
"Ngõ 127, Quận Thanh Xuân, Thành phố Hà Nội, 170, Việt Nam",21.007,105.808,thanh xuân
"Ngõ 128 Đường Thụy Khuê, Thuỵ Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.043,105.825,tây hồ
"Ngõ 128 Đường Tỉnh 422, Huyện Đan Phượng, Thành phố Hà Nội, 24, Việt Nam",21.082,105.71,
"Ngõ 129 Dương La Nội, Quận Hà Đông, Thành phố Hà Nội, 0914663166, Việt Nam",20.983,105.748,hà đông
"Ngõ 129 Phố Mai Phúc, Phường Phúc Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.042,105.901,long biên
"Ngõ 12A Lý Nam Đế, Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội, 100999, Việt Nam",21.038,105.844,hoàn kiếm
"Ngõ 13 Trại Khang, Huyện Phú Xuyên, Thành phố Hà Nội, 162330, Việt Nam",20.722,105.947,
"Ngõ 13 Đường Xóm Kênh, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.901,105.752,
"Ngõ 130 Yên Duyên, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.97,105.869,hoàng mai
"Ngõ 130 Đốc Ngữ, Phường Vĩnh Phúc, Quận Ba Đình, Thành phố Hà Nội, 11150, Việt Nam",21.039,105.811,ba đình
"Ngõ 131 Nguyễn Thị Định, Quận Thanh Xuân, Thành phố Hà Nội, 170, Việt Nam",21.008,105.806,thanh xuân
"Ngõ 131 Phương Canh, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.034,105.747,nam từ liêm
"Ngõ 131 Phố Trung Kiên, Phường Tây Tựu, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.067,105.734,bắc từ liêm
"Ngõ 131 Tam Trinh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.993,105.863,hoàng mai
"Ngõ 132 Khương Trung, Quận Thanh Xuân, Thành phố Hà Nội, 120911, Việt Nam",20.996,105.816,thanh xuân
"Ngõ 132 Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.044,105.776,cầu giấy
"Ngõ 132 Âu Cơ, Từ Liên, Phường Tứ Liên, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.064,105.833,tây hồ
"Ngõ 132, Phường Minh Khai, Quận Bắc Từ Liêm, Thành phố Hà Nội, 24, Việt Nam",21.053,105.737,bắc từ liêm
"Ngõ 133 Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội, 143315, Việt Nam",21.071,105.799,bắc từ liêm
"Ngõ 133 Đường Trâu Quỳ, Huyện Gia Lâm, Thành phố Hà Nội, 1310, Việt Nam",21.008,105.937,
"Ngõ 133 Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Thành phố Hà Nội, 143315, Việt Nam",21.07,105.799,bắc từ liêm
"Ngõ 133, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.981,105.777,hà đông
"Ngõ 1333 Giải Phóng, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.968,105.843,hoàng mai
"Ngõ 134 Đường Đại Tự, Đại Tự, Xã Kim Chung, Huyện Hoài Đức, Thành phố Hà Nội, 24, Việt Nam",21.051,105.711,
"Ngõ 134 Đường Đồng Dương, Quận Hà Đông, Thành phố Hà Nội, Việt Nam",20.922,105.743,hà đông
"Ngõ 134 đường Cổ Bi, Cổ Bi, Thôn Cam, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.025,105.941,
"Ngõ 134, Phường Thạch Bàn, Quận Long Biên, Thành phố Hà Nội, 0610, Việt Nam",21.027,105.908,long biên
"Ngõ 134, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.984,105.775,hà đông
"Ngõ 136 Kim Giang, Hoàng Mai, Thành phố Hà Nội, 11718, Việt Nam",20.981,105.817,hoàng mai
"Ngõ 136 Phố Phương Liệt, Quận Thanh Xuân, Thành phố Hà Nội, 1000000, Việt Nam",20.996,105.839,thanh xuân
"Ngõ 136 Tam Trinh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.969,105.867,hoàng mai
"Ngõ 1375 Giải Phóng, Hoàng Mai, Hoàng Mai, Thành phố Hà Nội, 100000, Việt Nam",20.967,105.843,hoàng mai
"Ngõ 138 Phố Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Thành phố Hà Nội, 0914663166, Việt Nam",21.007,105.778,nam từ liêm
"Ngõ 138 Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.973,105.894,hoàng mai
"Ngõ 138 Đường Lâm Tiên, Huyện Đông Anh, Thành phố Hà Nội, Việt Nam",21.155,105.851,
"Ngõ 139 Nguyễn Ngọc Vũ, Quận Cầu Giấy, Thành phố Hà Nội, 170, Việt Nam",21.011,105.809,cầu giấy
"Ngõ 139 Nguyễn Thái Học, Điện Biên, Phường Điện Biên, Quận Ba Đình, Thành phố Hà Nội, 111103, Việt Nam",21.03,105.835,ba đình
"Ngõ 139 Nguyễn Thị Định, Quận Thanh Xuân, Thành phố Hà Nội, 170, Việt Nam",21.007,105.806,thanh xuân
"Ngõ 14 Cầu Xa, Hương Ngải, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",21.056,105.599,
"Ngõ 14 Phố Sài Đồng, Tổ 11 Sài Đồng, Phường Sài Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.033,105.91,long biên
"Ngõ 14 Vạn Kiếp, Phường Chương Dương, Phường Bạch Đằng, Quận Hai Bà Trưng, Thành phố Hà Nội, 11415, Việt Nam",21.018,105.863,hai bà trưng
"Ngõ 14 Đường Ngay Thượng, Huyện Phú Xuyên, Thành phố Hà Nội, 162300, Việt Nam",20.752,105.96,
"Ngõ 14 Đường Đông Ngạc, Đông Ngạc, Quận Bắc Từ Liêm, Thành phố Hà Nội, 124115, Việt Nam",21.094,105.78,bắc từ liêm
"Ngõ 14, Thị xã Sơn Tây, Thành phố Hà Nội, Việt Nam",21.148,105.514,
"Ngõ 140 Trần Duy Hưng, Quận Cầu Giấy, Thành phố Hà Nội, 000000, Việt Nam",21.011,105.799,cầu giấy
"Ngõ 141 Nam Dư, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.984,105.888,hoàng mai
"Ngõ 141 Phố Nguyễn An Ninh, Hoàng Mai, Thành phố Hà Nội, 1000000, Việt Nam",20.993,105.844,hoàng mai
"Ngõ 141, KĐT Văn Quán, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.979,105.788,hà đông
"Ngõ 142 Lệ Mật, Phường Việt Hưng, Quận Long Biên, Thành phố Hà Nội, 0947733060, Việt Nam",21.059,105.899,long biên
"Ngõ 142 Phố Phú Viên, Phú Viên, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.033,105.869,long biên
"Ngõ 142 Âu Cơ, Từ Liên, Phường Tứ Liên, Quận Tây Hồ, Thành phố Hà Nội, 124415, Việt Nam",21.064,105.832,tây hồ
"Ngõ 142 Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Thành phố Hà Nội, 04, Việt Nam",21.063,105.782,bắc từ liêm
"Ngõ 142 Đường Tỉnh 419, Phú Kim, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",21.064,105.574,
"Ngõ 143 Chiến Thắng, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.98,105.796,hà đông
"Ngõ 143 Ngô Xuân Quảng, Khu tập thể Kho B, Huyện Gia Lâm, Thành phố Hà Nội, 126227, Việt Nam",21.017,105.937,
"Ngõ 143 Đường Tỉnh 420, Hương Ngải, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",21.051,105.601,
"Ngõ 143, Quận Cầu Giấy, Thành phố Hà Nội, 11150, Việt Nam",21.035,105.804,cầu giấy
"Ngõ 144 Mai Dịch, Quận Cầu Giấy, Thành phố Hà Nội, 122863, Việt Nam",21.044,105.778,cầu giấy
"Ngõ 144 Phố Ái Mộ, Ái Mộ, Phường Bồ Đề, Quận Long Biên, Thành phố Hà Nội, 125041, Việt Nam",21.04,105.871,long biên
"Ngõ 145 Vĩnh Hưng, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.987,105.876,hoàng mai
"Ngõ 146 Đường Phương Canh, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.035,105.747,nam từ liêm
"Ngõ 146 Định Công Hạ, Hoàng Mai, Thành phố Hà Nội, 120939, Việt Nam",20.985,105.827,hoàng mai
"Ngõ 146, Hà Đông, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.976,105.782,hà đông
"Ngõ 147 Phương Canh, Phường Xuân Phương, Quận Nam Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.034,105.746,nam từ liêm
"Ngõ 147 Yên Hòa, Quận Cầu Giấy, Thành phố Hà Nội, 0000000, Việt Nam",21.023,105.794,cầu giấy
"Ngõ 147 Đội Cấn, Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Thành phố Hà Nội, 118508, Việt Nam",21.036,105.827,ba đình
"Ngõ 147, Tân Mai, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.982,105.851,hoàng mai
"Ngõ 148 Nguyễn Lam, Phường Phúc Đồng, Quận Long Biên, Thành phố Hà Nội, 08443, Việt Nam",21.043,105.901,long biên
"Ngõ 148, Thị trấn Văn Điển, Thanh Trì, Thành phố Hà Nội, 100000, Việt Nam",20.956,105.842,
"Ngõ 149 Giảng Võ, Phường Cát Linh, Đống Đa, Quận Đống Đa, Thành phố Hà Nội, 118508, Việt Nam",21.028,105.826,đống đa
"Ngõ 149 Phố Bắc Cầu, Phường Ngọc Thụy, Quận Long Biên, Thành phố Hà Nội, 115005, Việt Nam",21.065,105.859,long biên
"Ngõ 14B Lý Nam Đế, Hàng Mã, Phường Hàng Mã, Quận Hoàn Kiếm, Thành phố Hà Nội, 100999, Việt Nam",21.037,105.845,hoàn kiếm
"Ngõ 15 Phố Võ Qúy Huân, Phường Phúc Diễn, Quận Bắc Từ Liêm, Thành phố Hà Nội, 100925, Việt Nam",21.048,105.749,bắc từ liêm
"Ngõ 15 Quốc lộ 21B, Thanh Oai, Thành phố Hà Nội, Việt Nam",20.854,105.769,
"Ngõ 15 Xuân Vi, Hương Ngải, Huyện Thạch Thất, Thành phố Hà Nội, Việt Nam",21.053,105.601,
"Ngõ 15 Đường Sơn Đồng, Xóm Đình, Xã Sơn Đông, Huyện Hoài Đức, Thành phố Hà Nội, 24, Việt Nam",21.046,105.698,
"Ngõ 151 Nguyễn Đức Cảnh, Hoàng Mai, Thành phố Hà Nội, 11617, Việt Nam",20.988,105.851,hoàng mai
"Ngõ 151 Phố Láng Hạ, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội, 123025, Việt Nam",21.011,105.812,đống đa
"Ngõ 151 Triều Khúc, Thanh Trì, Thành phố Hà Nội, 1000001, Việt Nam",20.982,105.801,
"Ngõ 152 Thúy Lĩnh, Hoàng Mai, Thành phố Hà Nội, 11622, Việt Nam",20.972,105.893,hoàng mai
"Ngõ 152 Đường Thụy Khuê, Thuỵ Khuê, Phường Thuỵ Khuê, Quận Tây Hồ, Thành phố Hà Nội, 124302, Việt Nam",21.047,105.824,tây hồ
"Ngõ 153, Quận Hà Đông, Thành phố Hà Nội, 120406, Việt Nam",20.982,105.777,hà đông
